,id,product_code,loading,attribute_0,attribute_1,attribute_2,attribute_3,measurement_0,measurement_1,measurement_2,measurement_3,measurement_4,measurement_5,measurement_6,measurement_7,measurement_8,measurement_9,measurement_10,measurement_11,measurement_12,measurement_13,measurement_14,measurement_15,measurement_16,measurement_17,failure
20466,20466,D,95.98,material_7,material_5,6,6,12,1,8,17.139,13.895,18.363,16.69,11.743,19.262,12.174,15.241,18.902,10.573,15.655,15.693,13.491,15.635,701.019,0
19493,19493,D,62.22,material_7,material_5,6,6,12,10,8,16.805,11.51,18.546,16.349,11.833,18.838,12.283,15.205,,11.918,14.898,16.18,18.743,12.472,652.668,0
13131,13131,C,138.48,material_7,material_8,5,8,16,8,11,16.588,12.543,18.433,14.758,11.422,21.712,10.905,,,10.305,15.764,12.835,14.737,19.151,963.054,0
12251,12251,C,81.0,material_7,material_8,5,8,13,12,9,18.024,11.961,17.019,18.279,10.297,19.096,11.673,15.934,19.974,10.309,15.786,19.329,,14.561,656.385,0
10179,10179,B,80.3,material_5,material_5,8,8,9,9,14,16.734,12.112,16.454,17.912,11.248,19.377,12.691,,17.207,11.41,,17.17,16.46,12.913,668.058,0
5810,5810,B,75.81,material_5,material_5,8,8,5,8,5,18.676,10.727,16.576,14.892,12.225,19.867,10.874,16.071,20.171,10.496,12.063,14.884,10.71,20.432,683.243,0
5634,5634,B,143.08,material_5,material_5,8,8,5,6,8,19.265,11.051,19.272,16.757,11.044,19.121,,17.519,16.412,10.878,16.383,,14.56,16.015,703.497,0
20691,20691,D,101.73,material_7,material_5,6,6,5,6,10,17.882,12.67,17.409,16.982,13.225,17.884,10.291,16.984,19.128,13.269,16.901,12.487,16.161,14.298,679.723,0
11580,11580,C,100.83,material_7,material_8,5,8,8,7,9,16.948,11.409,17.766,16.034,12.68,18.647,10.68,16.639,14.9,9.981,15.998,12.906,13.624,17.919,701.877,0
19540,19540,D,139.58,material_7,material_5,6,6,8,4,11,16.363,12.242,,,10.186,18.512,11.978,13.118,18.2,8.554,17.691,17.569,12.31,,577.731,0
13926,13926,C,262.24,material_7,material_8,5,8,7,8,5,17.916,9.648,17.737,16.643,11.632,19.16,9.514,15.389,17.299,10.556,15.764,17.012,,15.649,665.765,0
25436,25436,E,139.65,material_7,material_6,6,9,4,6,7,16.951,10.698,18.161,18.707,12.196,21.64,11.699,14.541,18.779,11.94,14.663,15.356,14.877,17.268,997.495,0
1380,1380,A,95.96,material_7,material_8,9,5,14,2,4,19.664,11.837,16.031,15.655,12.796,18.898,13.256,15.637,19.538,11.463,17.085,14.627,15.814,16.005,604.567,0
24721,24721,E,204.02,material_7,material_6,6,9,12,5,9,17.433,12.767,15.8,17.189,12.704,18.771,14.167,17.548,19.087,10.011,16.013,14.237,,17.994,684.763,0
14901,14901,C,101.09,material_7,material_8,5,8,9,9,9,17.783,8.727,16.162,18.078,12.296,19.146,11.321,17.817,17.507,10.179,14.947,,15.502,15.163,,0
3832,3832,A,134.09,material_7,material_8,9,5,7,7,7,16.829,12.647,16.034,18.174,10.715,20.354,12.529,17.802,17.656,12.194,16.097,15.52,15.08,16.866,744.65,0
24835,24835,E,130.0,material_7,material_6,6,9,2,9,10,17.493,11.684,17.602,17.407,11.357,17.712,10.443,15.234,20.112,9.962,13.555,15.834,13.912,15.267,606.443,0
4776,4776,A,154.01,material_7,material_8,9,5,9,5,8,19.777,13.13,16.871,17.346,12.186,18.756,10.742,,17.368,11.157,16.713,15.124,14.949,15.317,692.452,0
4276,4276,A,,material_7,material_8,9,5,12,2,3,17.417,10.432,17.103,16.987,12.339,18.657,10.688,15.344,19.094,11.233,15.305,15.824,14.651,18.211,652.164,0
4958,4958,A,88.88,material_7,material_8,9,5,5,4,3,16.999,11.823,,17.609,11.042,,11.883,15.83,17.625,12.657,15.535,14.992,14.59,15.552,715.154,0
26036,26036,E,112.29,material_7,material_6,6,9,2,6,10,16.244,9.846,17.114,16.262,12.847,17.071,13.281,14.533,20.662,14.746,16.336,14.163,15.295,17.586,388.001,0
23401,23401,E,146.01,material_7,material_6,6,9,6,6,5,17.873,11.938,18.253,17.641,10.814,18.311,12.206,16.265,21.343,9.857,,17.226,16.241,15.038,762.651,0
16662,16662,D,146.12,material_7,material_5,6,6,9,6,14,16.315,12.833,15.743,19.23,10.85,17.955,11.277,18.83,18.526,11.44,14.252,18.485,15.657,12.55,634.189,0
7415,7415,B,140.14,material_5,material_5,8,8,13,10,11,18.733,9.743,18.219,17.027,12.927,18.704,11.71,17.47,19.648,12.35,16.706,16.956,15.733,18.543,781.483,0
3252,3252,A,178.64,material_7,material_8,9,5,10,5,4,19.237,14.892,17.248,17.355,11.85,19.193,9.892,16.372,19.638,11.758,16.006,,15.294,16.046,766.438,0
22502,22502,E,136.5,material_7,material_6,6,9,0,7,12,17.229,11.394,15.585,18.232,11.01,20.304,9.786,17.778,20.827,11.404,15.632,17.307,13.842,19.592,695.769,0
16673,16673,D,176.53,material_7,material_5,6,6,11,7,7,17.841,10.626,17.752,16.452,12.509,19.217,,16.082,18.701,14.113,13.617,19.547,13.449,18.33,692.244,0
19459,19459,D,132.71,material_7,material_5,6,6,6,7,9,15.968,12.258,17.526,16.145,11.0,19.717,12.414,17.618,18.153,10.465,15.38,16.715,15.671,16.009,558.975,0
24006,24006,E,,material_7,material_6,6,9,11,11,5,17.298,11.149,17.749,16.791,11.802,18.509,12.55,13.743,20.018,13.152,15.613,16.26,13.146,18.948,637.708,0
23651,23651,E,57.75,material_7,material_6,6,9,11,10,3,18.105,13.091,16.924,19.29,9.976,21.213,11.279,15.1,19.167,12.874,16.4,,14.5,15.118,1061.575,0
22633,22633,E,89.08,material_7,material_6,6,9,10,6,7,19.005,11.189,,17.474,11.321,19.113,10.225,14.974,17.296,9.66,14.535,16.15,13.905,15.646,571.089,0
14300,14300,C,196.32,material_7,material_8,5,8,9,12,1,17.484,10.317,18.058,17.997,12.729,19.372,12.914,13.283,20.045,11.035,15.202,15.29,14.078,15.409,881.545,1
15523,15523,C,128.98,material_7,material_8,5,8,15,11,7,17.445,11.746,17.362,19.1,13.152,17.937,13.284,15.619,19.826,11.237,,15.197,14.39,15.022,752.758,0
14270,14270,C,92.72,material_7,material_8,5,8,13,11,9,19.649,14.687,16.912,18.298,10.855,20.66,10.992,15.089,16.428,12.888,15.956,15.775,14.26,12.659,792.57,0
12327,12327,C,73.33,material_7,material_8,5,8,6,17,6,18.193,13.891,18.983,17.966,14.095,19.306,12.823,16.354,17.37,11.453,15.046,14.308,15.043,16.43,977.328,0
11546,11546,C,96.11,material_7,material_8,5,8,6,8,4,17.923,11.436,17.273,19.049,12.097,19.256,10.3,13.811,17.253,11.176,15.265,15.032,17.412,18.569,715.368,0
15639,15639,C,162.67,material_7,material_8,5,8,5,9,5,17.164,11.783,16.982,18.186,12.063,19.035,12.653,16.867,17.599,9.656,,18.827,15.307,13.963,757.21,0
15042,15042,C,126.18,material_7,material_8,5,8,9,17,8,18.554,11.843,16.665,17.676,10.552,17.567,11.246,16.484,16.402,9.19,16.744,16.548,16.437,13.183,489.224,0
14208,14208,C,87.41,material_7,material_8,5,8,17,6,6,,12.459,16.412,,11.289,18.117,12.661,16.046,19.078,10.107,16.515,,15.926,16.788,602.741,0
2468,2468,A,127.77,material_7,material_8,9,5,12,2,7,17.36,10.125,18.611,16.756,11.38,19.217,10.655,16.019,22.221,11.111,17.493,17.968,16.658,13.56,751.485,0
26422,26422,E,215.31,material_7,material_6,6,9,2,22,2,16.12,12.212,18.199,17.564,12.169,19.353,10.827,15.712,18.525,11.147,13.877,15.25,14.566,13.979,816.437,1
16654,16654,D,118.5,material_7,material_5,6,6,7,13,10,17.661,10.506,18.357,17.748,11.144,19.636,11.214,18.073,19.086,13.887,13.401,,14.455,16.487,805.007,1
20954,20954,D,189.37,material_7,material_5,6,6,4,16,5,17.606,10.138,17.622,15.927,11.434,17.52,12.017,14.384,20.087,11.285,15.765,13.867,13.177,18.759,480.192,1
11757,11757,C,92.42,material_7,material_8,5,8,8,6,5,17.76,10.89,15.458,18.565,12.757,17.499,10.385,16.188,18.02,10.861,13.802,17.6,13.396,14.63,485.865,0
13869,13869,C,120.5,material_7,material_8,5,8,0,9,10,18.811,11.828,19.153,16.367,12.191,20.081,11.554,16.012,16.039,14.928,15.079,19.869,15.638,19.192,918.547,1
16998,16998,D,,material_7,material_5,6,6,7,11,14,18.721,11.651,17.813,17.716,12.982,19.309,11.646,15.938,18.89,11.247,13.894,14.57,14.817,17.663,864.055,0
9583,9583,B,113.15,material_5,material_5,8,8,7,6,7,16.861,13.408,16.524,20.027,10.356,17.925,11.904,18.501,18.588,12.984,18.864,17.553,13.511,22.12,631.02,0
6696,6696,B,113.34,material_5,material_5,8,8,5,7,9,18.846,10.11,16.12,17.224,12.772,18.328,11.791,15.714,20.024,12.836,17.919,15.524,14.566,20.033,,1
20700,20700,D,128.41,material_7,material_5,6,6,8,13,12,17.273,12.615,17.717,17.799,11.727,,11.043,17.815,21.194,11.693,15.575,17.18,15.408,,766.057,0
3180,3180,A,159.3,material_7,material_8,9,5,17,7,3,16.97,10.128,17.517,17.731,10.083,18.661,10.694,17.257,17.439,12.36,15.578,15.345,,16.639,636.168,0
15089,15089,C,113.47,material_7,material_8,5,8,19,9,2,17.573,10.003,15.476,15.471,13.163,20.358,13.728,17.44,19.361,9.553,15.752,15.774,15.65,17.522,866.116,0
17806,17806,D,190.63,material_7,material_5,6,6,12,10,4,18.526,13.215,18.186,18.134,13.593,17.726,10.391,16.361,19.051,12.098,14.984,,12.763,16.249,862.315,1
8275,8275,B,177.46,material_5,material_5,8,8,12,5,7,18.131,12.53,16.682,18.702,11.404,18.094,12.26,16.126,20.691,10.672,15.407,18.08,16.225,,722.635,0
9065,9065,B,108.98,material_5,material_5,8,8,10,5,5,18.193,11.49,18.381,15.778,11.239,19.272,11.391,15.247,,12.231,,16.433,12.8,16.351,699.35,0
11030,11030,C,148.27,material_7,material_8,5,8,13,7,5,18.581,11.404,15.641,17.903,11.036,18.802,,,17.419,12.357,16.703,18.621,16.722,16.596,546.209,0
23681,23681,E,81.76,material_7,material_6,6,9,8,9,6,,11.116,15.893,17.843,11.18,,13.005,17.111,20.079,11.578,17.09,14.14,15.402,14.537,628.023,0
4557,4557,A,141.48,material_7,material_8,9,5,7,6,7,,13.06,15.76,17.174,11.445,19.256,11.384,16.209,21.146,11.652,15.068,17.291,12.601,15.415,639.499,0
7812,7812,B,114.14,material_5,material_5,8,8,7,18,9,19.045,12.317,16.548,18.482,10.813,19.676,11.868,,20.579,12.701,14.655,15.144,,14.745,662.123,0
12839,12839,C,179.96,material_7,material_8,5,8,7,10,8,15.352,12.59,18.09,17.444,12.298,17.964,13.269,16.874,19.458,9.65,14.403,13.983,17.375,18.066,745.509,0
6297,6297,B,165.68,material_5,material_5,8,8,4,10,10,18.039,9.56,15.299,16.656,11.747,18.546,,16.232,20.367,9.663,14.29,15.733,,18.935,553.847,1
26372,26372,E,170.92,material_7,material_6,6,9,6,11,5,16.818,12.326,16.395,17.06,11.463,17.694,11.853,14.172,17.617,14.509,15.362,15.608,16.316,15.785,563.137,1
14534,14534,C,90.45,material_7,material_8,5,8,5,9,7,17.339,11.371,18.385,18.128,14.898,19.739,11.1,16.7,14.654,10.176,15.896,12.815,13.701,18.084,956.243,1
26168,26168,E,130.74,material_7,material_6,6,9,6,12,5,15.337,11.153,18.285,15.931,11.089,19.639,9.296,14.272,19.041,12.689,16.079,15.238,14.678,18.711,624.656,0
1132,1132,A,161.87,material_7,material_8,9,5,7,4,4,16.467,10.132,17.563,18.805,11.26,18.988,12.136,16.42,20.998,12.459,16.043,17.85,14.904,15.021,723.778,0
10642,10642,C,164.25,material_7,material_8,5,8,7,8,7,17.151,12.348,16.596,18.244,10.442,19.564,11.497,16.448,18.163,10.742,15.461,17.727,18.351,18.835,677.302,0
10521,10521,C,152.22,material_7,material_8,5,8,14,8,7,17.842,10.219,18.185,18.261,11.006,18.788,13.303,16.585,16.538,12.703,13.544,,16.393,17.604,,0
25774,25774,E,111.43,material_7,material_6,6,9,10,14,9,17.344,10.256,17.588,17.611,11.158,17.89,11.215,16.881,21.028,10.634,15.693,16.42,13.762,13.468,565.208,1
25468,25468,E,88.19,material_7,material_6,6,9,5,13,9,19.321,11.926,18.112,17.769,12.573,19.388,9.769,16.946,20.022,10.942,16.647,14.27,12.687,17.235,791.738,0
2871,2871,A,140.16,material_7,material_8,9,5,4,7,6,18.041,13.357,15.989,16.544,12.751,19.772,12.315,15.927,21.493,9.74,15.152,17.938,14.565,14.686,,0
12996,12996,C,133.38,material_7,material_8,5,8,3,5,7,16.999,12.159,18.855,17.557,12.556,20.764,11.86,15.235,18.589,10.596,15.003,16.556,16.542,17.497,1000.087,1
19164,19164,D,70.52,material_7,material_5,6,6,11,13,9,18.605,11.518,17.321,17.667,11.703,19.38,12.031,17.516,19.624,,14.942,17.169,16.728,16.234,767.44,1
1772,1772,A,102.13,material_7,material_8,9,5,11,8,6,18.228,10.207,17.705,18.936,11.648,19.378,10.882,17.272,18.542,14.211,16.539,15.406,13.301,12.83,776.759,1
10593,10593,C,88.23,material_7,material_8,5,8,3,12,2,17.875,11.925,17.853,16.223,11.121,16.681,11.33,15.855,21.137,13.141,14.913,13.753,15.281,16.403,487.172,1
21904,21904,E,101.1,material_7,material_6,6,9,6,10,2,17.718,12.79,17.897,16.97,12.586,18.802,10.701,17.164,19.709,10.916,17.444,14.756,,19.938,741.357,0
1913,1913,A,117.9,material_7,material_8,9,5,11,4,6,17.236,11.874,16.118,18.519,12.33,20.606,12.76,15.903,18.322,13.131,15.712,14.19,13.876,17.629,807.051,0
14212,14212,C,203.42,material_7,material_8,5,8,18,7,4,16.896,12.56,16.641,16.211,12.913,19.362,11.989,,19.564,10.908,14.906,14.674,14.767,15.55,,1
23053,23053,E,104.58,material_7,material_6,6,9,3,5,11,17.833,11.334,17.418,16.754,11.074,19.633,11.482,17.092,20.587,11.145,15.04,14.526,14.43,,,1
9256,9256,B,87.02,material_5,material_5,8,8,0,14,8,18.534,11.81,16.597,18.807,13.146,18.635,11.836,18.126,,,16.45,15.953,16.743,15.529,835.192,0
20170,20170,D,159.36,material_7,material_5,6,6,7,13,8,17.198,11.51,16.86,17.764,12.111,16.309,12.749,19.63,18.13,10.952,15.475,16.876,12.145,19.188,,0
12602,12602,C,201.66,material_7,material_8,5,8,3,5,4,18.649,13.413,15.744,16.987,11.613,18.528,12.024,16.481,18.859,,15.502,15.692,14.368,15.569,596.444,0
22955,22955,E,145.26,material_7,material_6,6,9,3,11,2,15.746,11.536,15.564,16.635,14.295,19.153,11.493,14.046,21.265,10.828,15.967,14.712,14.629,16.034,528.609,0
14188,14188,C,,material_7,material_8,5,8,5,7,12,17.732,11.541,17.587,15.867,11.842,20.421,,16.197,15.425,11.813,16.787,16.538,14.112,15.047,879.422,0
15417,15417,C,176.8,material_7,material_8,5,8,9,15,7,16.955,11.484,16.327,15.445,11.585,19.136,9.914,,20.569,9.62,15.84,15.39,12.837,15.585,593.34,0
18545,18545,D,157.13,material_7,material_5,6,6,7,13,7,18.745,10.613,16.92,17.465,10.9,17.149,12.124,16.524,17.966,12.374,16.479,13.59,15.943,15.06,560.942,1
19392,19392,D,107.41,material_7,material_5,6,6,11,12,5,17.801,12.433,17.166,19.277,13.149,18.98,10.686,18.341,19.177,,15.98,16.885,13.802,18.017,,0
1105,1105,A,173.28,material_7,material_8,9,5,10,1,8,18.96,11.578,16.233,17.013,12.796,18.173,9.823,15.79,19.407,9.913,15.48,14.132,14.492,17.161,592.84,1
22863,22863,E,155.0,material_7,material_6,6,9,1,3,16,16.409,12.326,18.309,17.64,12.174,18.794,,13.628,21.293,11.026,16.579,13.96,14.329,16.013,817.789,0
17076,17076,D,89.4,material_7,material_5,6,6,9,11,2,20.09,8.275,16.879,17.624,13.972,20.518,11.324,18.67,17.834,10.314,14.301,15.9,15.679,14.768,946.822,1
23584,23584,E,141.64,material_7,material_6,6,9,4,10,7,16.908,10.717,16.064,17.631,12.606,19.619,9.51,13.827,21.848,,15.358,14.728,15.776,17.013,585.682,0
4956,4956,A,112.89,material_7,material_8,9,5,5,7,7,18.111,10.388,17.104,17.839,12.149,18.478,12.099,15.066,20.229,11.369,15.994,15.935,13.043,14.929,,0
8307,8307,B,88.13,material_5,material_5,8,8,8,14,5,18.46,11.744,17.064,17.926,12.187,17.73,12.003,17.446,18.405,11.687,15.068,16.674,13.844,16.162,768.382,0
25809,25809,E,96.53,material_7,material_6,6,9,7,2,5,17.446,12.033,16.963,17.105,11.273,18.878,12.383,13.952,19.484,12.207,14.622,17.489,,17.981,684.78,0
20753,20753,D,89.33,material_7,material_5,6,6,9,1,5,18.627,11.117,14.179,18.005,11.274,19.261,11.257,17.572,18.435,8.243,15.667,,16.761,17.307,,0
19149,19149,D,121.43,material_7,material_5,6,6,5,16,10,16.249,12.858,15.597,16.58,11.712,18.346,,18.687,17.841,,16.186,15.52,15.691,16.067,438.499,1
20313,20313,D,173.46,material_7,material_5,6,6,5,13,6,18.076,12.219,16.477,16.277,12.968,19.616,12.954,16.696,20.598,9.8,15.787,16.191,16.228,15.704,644.105,0
26396,26396,E,143.1,material_7,material_6,6,9,0,16,2,18.507,13.851,18.356,17.729,12.936,18.802,10.681,14.841,17.617,10.568,14.955,15.946,17.351,15.803,892.958,0
3696,3696,A,90.31,material_7,material_8,9,5,7,3,4,20.855,12.597,17.205,18.184,10.719,18.353,12.053,13.985,20.604,12.159,14.645,17.102,12.466,,658.418,1
7778,7778,B,158.85,material_5,material_5,8,8,4,8,5,18.695,12.178,18.434,16.367,12.298,18.392,10.543,14.253,18.031,11.737,15.653,16.525,,16.118,811.51,0
22628,22628,E,103.0,material_7,material_6,6,9,3,12,4,18.211,11.393,16.774,19.146,12.405,19.474,11.914,,17.927,13.262,14.443,14.418,,,826.173,0
628,628,A,118.88,material_7,material_8,9,5,16,1,3,18.322,12.324,19.325,18.648,11.149,17.994,11.534,16.953,19.365,10.101,16.735,18.041,14.792,14.563,777.197,0
2451,2451,A,111.88,material_7,material_8,9,5,6,5,3,18.026,11.293,17.648,19.418,11.408,18.84,12.351,15.941,19.795,10.361,16.194,15.656,15.625,15.463,753.948,0
22494,22494,E,113.68,material_7,material_6,6,9,2,8,4,19.6,10.083,17.658,18.202,12.337,18.533,10.941,16.174,20.916,12.032,15.397,14.59,16.601,,647.672,1
20208,20208,D,162.88,material_7,material_5,6,6,7,6,10,18.26,13.419,18.214,19.139,10.947,18.351,11.186,16.938,19.434,10.818,16.432,16.889,16.797,15.01,858.393,0
25211,25211,E,155.08,material_7,material_6,6,9,9,12,9,18.402,9.901,18.098,17.217,12.19,21.461,10.781,17.136,18.441,9.406,16.067,14.103,13.249,16.896,801.18,0
26519,26519,E,183.68,material_7,material_6,6,9,2,3,15,19.035,11.503,15.888,17.045,11.736,19.902,10.8,18.951,18.378,,13.59,13.66,15.047,16.624,621.039,1
20127,20127,D,132.03,material_7,material_5,6,6,6,10,13,19.036,11.277,,17.507,11.442,19.612,10.93,17.125,18.93,10.878,,,15.774,17.07,849.879,0
2176,2176,A,74.02,material_7,material_8,9,5,10,2,3,18.759,11.911,17.519,17.615,12.587,19.127,12.273,15.536,17.598,10.698,16.367,17.511,14.8,16.348,759.114,0
19702,19702,D,98.21,material_7,material_5,6,6,4,8,7,17.999,11.559,15.936,18.922,12.045,20.366,9.919,20.177,18.055,14.463,14.772,17.518,12.415,19.294,855.571,0
22680,22680,E,102.11,material_7,material_6,6,9,17,8,9,17.22,12.951,17.235,17.813,12.432,18.823,10.625,17.448,19.868,10.41,14.55,16.996,14.709,17.588,771.808,0
2787,2787,A,114.37,material_7,material_8,9,5,13,12,9,,10.924,16.316,19.664,12.228,19.681,11.893,16.618,20.471,,,16.548,18.234,21.078,760.718,0
12297,12297,C,150.96,material_7,material_8,5,8,14,4,1,17.86,11.621,,17.593,12.79,20.485,11.512,16.424,18.39,10.33,16.301,17.792,15.726,16.432,892.031,1
1196,1196,A,141.0,material_7,material_8,9,5,7,3,1,17.594,12.275,17.904,18.628,11.581,18.487,11.849,,19.52,11.607,,15.191,16.164,19.458,740.079,0
18060,18060,D,181.02,material_7,material_5,6,6,8,11,5,18.727,13.172,18.286,18.439,13.64,18.153,12.969,13.947,18.056,11.337,14.005,14.928,17.771,13.699,928.348,1
20331,20331,D,81.19,material_7,material_5,6,6,2,6,6,17.33,13.337,15.393,16.251,12.245,18.406,12.698,17.226,17.454,11.744,,16.458,14.401,16.333,450.839,0
7618,7618,B,97.31,material_5,material_5,8,8,5,13,7,18.131,12.062,16.622,18.933,11.647,19.549,11.368,16.935,19.143,12.681,16.373,15.148,14.934,17.765,696.727,0
4444,4444,A,107.6,material_7,material_8,9,5,10,6,12,18.818,11.49,17.294,17.25,11.768,19.686,12.61,17.083,18.708,13.016,15.561,15.194,,16.571,751.817,0
11128,11128,C,124.82,material_7,material_8,5,8,10,4,6,17.463,12.585,16.916,16.119,12.222,20.018,12.392,15.135,19.506,13.501,,15.417,14.336,16.556,826.751,0
15514,15514,C,124.49,material_7,material_8,5,8,9,7,7,19.689,11.14,19.027,,12.075,18.606,10.516,15.634,18.339,12.103,14.689,17.162,14.748,18.848,742.381,0
5722,5722,B,158.32,material_5,material_5,8,8,7,6,7,18.337,11.952,16.386,16.181,12.317,19.913,10.283,13.945,21.098,11.454,15.807,,,15.591,716.878,0
24926,24926,E,103.18,material_7,material_6,6,9,10,9,5,17.581,10.786,17.918,15.782,10.976,19.687,11.573,17.82,21.179,11.713,16.394,,14.647,16.98,616.054,1
10695,10695,C,130.29,material_7,material_8,5,8,15,5,7,17.408,11.404,17.501,18.357,8.998,19.025,12.868,,16.686,9.58,14.889,18.371,14.234,14.872,666.09,0
24506,24506,E,98.66,material_7,material_6,6,9,2,6,11,17.709,11.731,16.516,18.618,11.179,19.736,11.6,15.036,20.428,10.989,15.056,13.349,16.965,16.953,801.19,0
18753,18753,D,129.94,material_7,material_5,6,6,5,9,7,16.507,12.742,18.974,18.588,13.322,18.767,10.611,14.955,18.929,9.628,14.321,16.246,18.992,18.894,951.012,0
4967,4967,A,123.49,material_7,material_8,9,5,9,1,7,17.471,10.726,17.612,17.444,12.494,18.456,13.364,18.76,20.674,11.788,15.865,17.097,13.433,17.555,688.094,0
18601,18601,D,146.75,material_7,material_5,6,6,12,8,3,17.484,10.171,16.579,16.646,13.468,20.791,12.087,16.987,17.382,13.735,15.863,16.469,13.955,17.958,763.738,0
10410,10410,C,211.34,material_7,material_8,5,8,4,10,4,16.292,10.489,18.275,16.972,11.771,19.414,10.775,17.023,21.49,12.208,15.627,14.904,14.484,16.77,771.142,0
19710,19710,D,97.21,material_7,material_5,6,6,12,2,6,18.791,12.817,14.869,17.156,10.916,19.661,11.76,16.862,18.233,10.749,14.104,,16.863,16.407,545.981,0
4009,4009,A,205.48,material_7,material_8,9,5,15,3,4,18.177,11.081,15.147,18.261,11.717,18.417,12.543,,20.479,11.591,14.523,18.123,13.913,16.728,,1
15515,15515,C,136.72,material_7,material_8,5,8,9,6,5,17.606,10.372,16.298,19.011,12.167,19.394,9.373,16.087,18.532,10.203,17.805,17.459,14.141,15.314,645.124,0
3583,3583,A,137.99,material_7,material_8,9,5,9,4,4,19.131,10.467,18.062,16.567,12.528,18.251,11.671,16.514,18.101,13.058,17.21,15.646,13.463,15.532,672.973,1
26278,26278,E,113.78,material_7,material_6,6,9,6,7,8,17.662,11.296,17.91,18.18,11.321,19.397,11.407,15.079,19.626,13.195,16.376,15.099,15.705,17.622,806.87,0
18020,18020,D,91.71,material_7,material_5,6,6,15,10,8,16.126,10.958,18.975,19.597,11.03,19.462,10.528,18.521,20.443,9.382,15.906,,14.113,19.066,,0
20003,20003,D,186.34,material_7,material_5,6,6,7,7,8,19.051,11.689,17.452,16.704,10.386,18.423,,16.633,20.082,11.476,15.563,16.218,14.869,16.747,578.317,0
18852,18852,D,167.07,material_7,material_5,6,6,7,23,8,18.833,11.076,18.697,17.765,11.346,18.221,13.239,16.095,18.354,14.283,15.282,17.8,11.781,16.535,787.794,0
12424,12424,C,95.85,material_7,material_8,5,8,11,12,2,16.522,10.686,17.351,18.873,10.382,18.238,,17.143,18.959,11.291,14.965,18.363,14.22,14.494,,0
8277,8277,B,135.64,material_5,material_5,8,8,2,8,11,17.522,11.343,18.803,16.426,12.16,18.977,10.821,12.04,20.303,11.18,,15.606,15.832,17.772,760.145,0
22357,22357,E,145.55,material_7,material_6,6,9,6,12,4,17.66,10.653,18.875,18.029,10.229,18.735,11.58,18.019,20.276,10.454,16.4,16.789,15.4,18.011,776.091,0
3667,3667,A,112.91,material_7,material_8,9,5,14,3,4,17.512,12.674,16.975,17.634,11.69,17.732,10.629,15.535,20.015,14.741,16.563,15.744,16.63,19.158,,0
12474,12474,C,117.65,material_7,material_8,5,8,7,7,8,18.181,11.423,16.148,16.666,11.771,19.67,,14.452,19.619,13.663,,15.642,,18.133,694.04,0
